movieId,title,clean_titles,year,genres,movies_text
2090,"Rescuers, The (1977)","rescuers, the",1977,Adventure|Animation|Children|Crime|Drama,"rescuers, the adventure animation children crime drama"
2092,"Return of Jafar, The (1994)","return of jafar, the",1994,Adventure|Animation|Children|Fantasy|Musical|Romance,"return of jafar, the adventure animation children fantasy musical romance"
2093,Return to Oz (1985),return to oz,1985,Adventure|Children|Fantasy,return to oz adventure children fantasy
2094,"Rocketeer, The (1991)","rocketeer, the",1991,Action|Adventure|Sci-Fi,"rocketeer, the action adventure sci-fi"
2096,Sleeping Beauty (1959),sleeping beauty,1959,Animation|Children|Musical,sleeping beauty animation children musical
2097,Something Wicked This Way Comes (1983),something wicked this way comes,1983,Children|Drama|Fantasy|Mystery|Thriller,something wicked this way comes children drama fantasy mystery thriller
2099,Song of the South (1946),song of the south,1946,Adventure|Animation|Children|Musical,song of the south adventure animation children musical
2100,Splash (1984),splash,1984,Comedy|Fantasy|Romance,splash comedy fantasy romance
2105,Tron (1982),tron,1982,Action|Adventure|Sci-Fi,tron action adventure sci-fi
2106,Swing Kids (1993),swing kids,1993,Drama|War,swing kids drama war
2108,L.A. Story (1991),l.a. story,1991,Comedy|Romance,l.a. story comedy romance
2109,"Jerk, The (1979)","jerk, the",1979,Comedy,"jerk, the comedy"
2110,Dead Men Don't Wear Plaid (1982),dead men don't wear plaid,1982,Comedy|Crime|Thriller,dead men don't wear plaid comedy crime thriller
2111,"Man with Two Brains, The (1983)","man with two brains, the",1983,Comedy,"man with two brains, the comedy"
2112,Grand Canyon (1991),grand canyon,1991,Crime|Drama,grand canyon crime drama
2114,"Outsiders, The (1983)","outsiders, the",1983,Drama,"outsiders, the drama"
2115,Indiana Jones and the Temple of Doom (1984),indiana jones and the temple of doom,1984,Action|Adventure|Fantasy,indiana jones and the temple of doom action adventure fantasy
2116,"Lord of the Rings, The (1978)","lord of the rings, the",1978,Adventure|Animation|Children|Fantasy,"lord of the rings, the adventure animation children fantasy"
2117,1984 (Nineteen Eighty-Four) (1984),1984 (nineteen eighty-four),1984,Drama|Sci-Fi,1984 (nineteen eighty-four) drama sci-fi
2118,"Dead Zone, The (1983)","dead zone, the",1983,Thriller,"dead zone, the thriller"
2121,Cujo (1983),cujo,1983,Horror|Thriller,cujo horror thriller
2122,Children of the Corn (1984),children of the corn,1984,Horror|Thriller,children of the corn horror thriller
2123,All Dogs Go to Heaven (1989),all dogs go to heaven,1989,Animation|Children|Comedy|Drama|Fantasy,all dogs go to heaven animation children comedy drama fantasy
2124,"Addams Family, The (1991)","addams family, the",1991,Children|Comedy|Fantasy,"addams family, the children comedy fantasy"
2125,Ever After: A Cinderella Story (1998),ever after: a cinderella story,1998,Comedy|Drama|Romance,ever after: a cinderella story comedy drama romance
2126,Snake Eyes (1998),snake eyes,1998,Action|Crime|Mystery|Thriller,snake eyes action crime mystery thriller
2130,Atlantic City (1980),atlantic city,1980,Crime|Drama|Romance,atlantic city crime drama romance
2132,Who's Afraid of Virginia Woolf? (1966),who's afraid of virginia woolf?,1966,Drama,who's afraid of virginia woolf? drama
2133,Adventures in Babysitting (1987),adventures in babysitting,1987,Adventure|Comedy,adventures in babysitting adventure comedy
2134,Weird Science (1985),weird science,1985,Comedy|Fantasy|Sci-Fi,weird science comedy fantasy sci-fi
2135,Doctor Dolittle (1967),doctor dolittle,1967,Adventure|Children|Musical,doctor dolittle adventure children musical
2136,"Nutty Professor, The (1963)","nutty professor, the",1963,Comedy|Sci-Fi,"nutty professor, the comedy sci-fi"
2137,Charlotte's Web (1973),charlotte's web,1973,Animation|Children,charlotte's web animation children
2138,Watership Down (1978),watership down,1978,Adventure|Animation|Children|Drama|Fantasy,watership down adventure animation children drama fantasy
2139,"Secret of NIMH, The (1982)","secret of nimh, the",1982,Adventure|Animation|Children|Drama,"secret of nimh, the adventure animation children drama"
2140,"Dark Crystal, The (1982)","dark crystal, the",1982,Adventure|Fantasy,"dark crystal, the adventure fantasy"
2141,"American Tail, An (1986)","american tail, an",1986,Adventure|Animation|Children|Comedy,"american tail, an adventure animation children comedy"
2142,"American Tail: Fievel Goes West, An (1991)","american tail: fievel goes west, an",1991,Adventure|Animation|Children|Musical|Western,"american tail: fievel goes west, an adventure animation children musical western"
2143,Legend (1985),legend,1985,Adventure|Fantasy|Romance,legend adventure fantasy romance
2144,Sixteen Candles (1984),sixteen candles,1984,Comedy|Romance,sixteen candles comedy romance
2145,Pretty in Pink (1986),pretty in pink,1986,Comedy|Drama|Romance,pretty in pink comedy drama romance
2146,St. Elmo's Fire (1985),st. elmo's fire,1985,Drama|Romance,st. elmo's fire drama romance
2148,House (1986),house,1986,Comedy|Fantasy|Horror,house comedy fantasy horror
2150,"Gods Must Be Crazy, The (1980)","gods must be crazy, the",1980,Adventure|Comedy,"gods must be crazy, the adventure comedy"
2151,"Gods Must Be Crazy II, The (1989)","gods must be crazy ii, the",1989,Comedy,"gods must be crazy ii, the comedy"
2153,"Avengers, The (1998)","avengers, the",1998,Action|Adventure,"avengers, the action adventure"
2155,"Slums of Beverly Hills, The (1998)","slums of beverly hills, the",1998,Comedy|Drama,"slums of beverly hills, the comedy drama"
2159,Henry: Portrait of a Serial Killer (1986),henry: portrait of a serial killer,1986,Crime|Horror|Thriller,henry: portrait of a serial killer crime horror thriller
2160,Rosemary's Baby (1968),rosemary's baby,1968,Drama|Horror|Thriller,rosemary's baby drama horror thriller
2161,"NeverEnding Story, The (1984)","neverending story, the",1984,Adventure|Children|Fantasy,"neverending story, the adventure children fantasy"
2162,"NeverEnding Story II: The Next Chapter, The (1990)","neverending story ii: the next chapter, the",1990,Adventure|Children|Fantasy,"neverending story ii: the next chapter, the adventure children fantasy"
2163,Attack of the Killer Tomatoes! (1978),attack of the killer tomatoes!,1978,Comedy|Horror,attack of the killer tomatoes! comedy horror
2167,Blade (1998),blade,1998,Action|Horror|Thriller,blade action horror thriller
2169,Dead Man on Campus (1998),dead man on campus,1998,Comedy,dead man on campus comedy
2170,Wrongfully Accused (1998),wrongfully accused,1998,Action|Comedy,wrongfully accused action comedy
2171,Next Stop Wonderland (1998),next stop wonderland,1998,Comedy|Drama|Romance,next stop wonderland comedy drama romance
2174,Beetlejuice (1988),beetlejuice,1988,Comedy|Fantasy,beetlejuice comedy fantasy
2176,Rope (1948),rope,1948,Crime|Drama|Thriller,rope crime drama thriller
2183,"Man Who Knew Too Much, The (1956)","man who knew too much, the",1956,Adventure|Drama|Mystery|Thriller,"man who knew too much, the adventure drama mystery thriller"
2184,"Trouble with Harry, The (1955)","trouble with harry, the",1955,Comedy|Mystery,"trouble with harry, the comedy mystery"
2186,Strangers on a Train (1951),strangers on a train,1951,Crime|Drama|Film-Noir|Thriller,strangers on a train crime drama film-noir thriller
2188,54 (1998),54,1998,Drama,54 drama
2193,Willow (1988),willow,1988,Action|Adventure|Fantasy,willow action adventure fantasy
2194,"Untouchables, The (1987)","untouchables, the",1987,Action|Crime|Drama,"untouchables, the action crime drama"
2195,Dirty Work (1998),dirty work,1998,Comedy,dirty work comedy
2202,Lifeboat (1944),lifeboat,1944,Drama|War,lifeboat drama war
2203,Shadow of a Doubt (1943),shadow of a doubt,1943,Crime|Drama|Thriller,shadow of a doubt crime drama thriller
2206,Suspicion (1941),suspicion,1941,Film-Noir|Mystery|Thriller,suspicion film-noir mystery thriller
2208,"Lady Vanishes, The (1938)","lady vanishes, the",1938,Drama|Mystery|Thriller,"lady vanishes, the drama mystery thriller"
2231,Rounders (1998),rounders,1998,Drama,rounders drama
2232,Cube (1997),cube,1997,Horror|Mystery|Sci-Fi|Thriller,cube horror mystery sci-fi thriller
2236,Simon Birch (1998),simon birch,1998,Drama,simon birch drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),swept away (travolti da un insolito destino nell'azzurro mare d'agosto),1975,Comedy|Drama,swept away (travolti da un insolito destino nell'azzurro mare d'agosto) comedy drama
2240,My Bodyguard (1980),my bodyguard,1980,Drama,my bodyguard drama
2243,Broadcast News (1987),broadcast news,1987,Comedy|Drama|Romance,broadcast news comedy drama romance
2245,Working Girl (1988),working girl,1988,Comedy|Drama|Romance,working girl comedy drama romance
2247,Married to the Mob (1988),married to the mob,1988,Comedy,married to the mob comedy
2248,Say Anything... (1989),say anything...,1989,Comedy|Drama|Romance,say anything... comedy drama romance
2249,My Blue Heaven (1990),my blue heaven,1990,Comedy,my blue heaven comedy
2252,Hero (1992),hero,1992,Comedy|Drama,hero comedy drama
2253,Toys (1992),toys,1992,Comedy|Fantasy,toys comedy fantasy
2259,Blame It on Rio (1984),blame it on rio,1984,Comedy|Romance,blame it on rio comedy romance
2261,One Crazy Summer (1986),one crazy summer,1986,Comedy,one crazy summer comedy
2262,About Last Night... (1986),about last night...,1986,Comedy|Drama|Romance,about last night... comedy drama romance
2263,"Seventh Sign, The (1988)","seventh sign, the",1988,Drama|Fantasy|Thriller,"seventh sign, the drama fantasy thriller"
2266,"Butcher's Wife, The (1991)","butcher's wife, the",1991,Comedy|Romance,"butcher's wife, the comedy romance"
2268,"Few Good Men, A (1992)","few good men, a",1992,Crime|Drama|Thriller,"few good men, a crime drama thriller"
2269,Indecent Proposal (1993),indecent proposal,1993,Drama|Romance,indecent proposal drama romance
2273,Rush Hour (1998),rush hour,1998,Action|Comedy|Crime|Thriller,rush hour action comedy crime thriller
2275,Six-String Samurai (1998),six-string samurai,1998,Action|Adventure|Sci-Fi,six-string samurai action adventure sci-fi
2278,Ronin (1998),ronin,1998,Action|Crime|Thriller,ronin action crime thriller
2279,Urban Legend (1998),urban legend,1998,Horror|Thriller,urban legend horror thriller
2282,Pecker (1998),pecker,1998,Comedy|Drama,pecker comedy drama
2287,Them! (1954),them!,1954,Horror|Sci-Fi|Thriller,them! horror sci-fi thriller
2288,"Thing, The (1982)","thing, the",1982,Action|Horror|Sci-Fi|Thriller,"thing, the action horror sci-fi thriller"
2289,"Player, The (1992)","player, the",1992,Comedy|Crime|Drama,"player, the comedy crime drama"
2290,Stardust Memories (1980),stardust memories,1980,Comedy|Drama,stardust memories comedy drama
2291,Edward Scissorhands (1990),edward scissorhands,1990,Drama|Fantasy|Romance,edward scissorhands drama fantasy romance
2294,Antz (1998),antz,1998,Adventure|Animation|Children|Comedy|Fantasy,antz adventure animation children comedy fantasy
2296,"Night at the Roxbury, A (1998)","night at the roxbury, a",1998,Comedy,"night at the roxbury, a comedy"
2297,What Dreams May Come (1998),what dreams may come,1998,Adventure|Drama|Fantasy|Romance,what dreams may come adventure drama fantasy romance
2300,"Producers, The (1968)","producers, the",1968,Comedy,"producers, the comedy"
2301,History of the World: Part I (1981),history of the world: part i,1981,Comedy|Musical,history of the world: part i comedy musical
2302,My Cousin Vinny (1992),my cousin vinny,1992,Comedy,my cousin vinny comedy
2303,Nashville (1975),nashville,1975,Drama|Musical,nashville drama musical
2306,Holy Man (1998),holy man,1998,Comedy,holy man comedy
2311,2010: The Year We Make Contact (1984),2010: the year we make contact,1984,Sci-Fi,2010: the year we make contact sci-fi
2312,Children of a Lesser God (1986),children of a lesser god,1986,Drama,children of a lesser god drama
2313,"Elephant Man, The (1980)","elephant man, the",1980,Drama,"elephant man, the drama"
2315,Bride of Chucky (Child's Play 4) (1998),bride of chucky (child's play 4),1998,Comedy|Horror|Thriller,bride of chucky (child's play 4) comedy horror thriller
2316,Practical Magic (1998),practical magic,1998,Drama|Fantasy|Mystery|Romance,practical magic drama fantasy mystery romance
2318,Happiness (1998),happiness,1998,Comedy|Drama,happiness comedy drama
2320,Apt Pupil (1998),apt pupil,1998,Drama|Thriller,apt pupil drama thriller
2321,Pleasantville (1998),pleasantville,1998,Comedy|Drama|Fantasy,pleasantville comedy drama fantasy
2322,Soldier (1998),soldier,1998,Action|Sci-Fi|War,soldier action sci-fi war
2324,Life Is Beautiful (La Vita è bella) (1997),life is beautiful (la vita è bella),1997,Comedy|Drama|Romance|War,life is beautiful (la vita è bella) comedy drama romance war
2325,Orgazmo (1997),orgazmo,1997,Comedy,orgazmo comedy
2328,Vampires (1998),vampires,1998,Horror|Western,vampires horror western
2329,American History X (1998),american history x,1998,Crime|Drama,american history x crime drama
2334,"Siege, The (1998)","siege, the",1998,Action|Thriller,"siege, the action thriller"
2335,"Waterboy, The (1998)","waterboy, the",1998,Comedy,"waterboy, the comedy"
2336,Elizabeth (1998),elizabeth,1998,Drama,elizabeth drama
2338,I Still Know What You Did Last Summer (1998),i still know what you did last summer,1998,Horror|Mystery|Thriller,i still know what you did last summer horror mystery thriller
2340,Meet Joe Black (1998),meet joe black,1998,Romance,meet joe black romance
2344,Runaway Train (1985),runaway train,1985,Action|Adventure|Drama|Thriller,runaway train action adventure drama thriller
2346,"Stepford Wives, The (1975)","stepford wives, the",1975,Mystery|Sci-Fi|Thriller,"stepford wives, the mystery sci-fi thriller"
2348,Sid and Nancy (1986),sid and nancy,1986,Drama,sid and nancy drama
2349,Mona Lisa (1986),mona lisa,1986,Comedy|Thriller,mona lisa comedy thriller
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)","nights of cabiria (notti di cabiria, le)",1957,Drama,"nights of cabiria (notti di cabiria, le) drama"
2352,"Big Chill, The (1983)","big chill, the",1983,Comedy|Drama,"big chill, the comedy drama"
2353,Enemy of the State (1998),enemy of the state,1998,Action|Thriller,enemy of the state action thriller
2354,"Rugrats Movie, The (1998)","rugrats movie, the",1998,Animation|Children|Comedy,"rugrats movie, the animation children comedy"
2355,"Bug's Life, A (1998)","bug's life, a",1998,Adventure|Animation|Children|Comedy,"bug's life, a adventure animation children comedy"
2356,Celebrity (1998),celebrity,1998,Comedy,celebrity comedy
2357,Central Station (Central do Brasil) (1998),central station (central do brasil),1998,Drama,central station (central do brasil) drama
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),waking ned devine (a.k.a. waking ned),1998,Comedy,waking ned devine (a.k.a. waking ned) comedy
2360,"Celebration, The (Festen) (1998)","celebration, the (festen)",1998,Drama,"celebration, the (festen) drama"
2361,Pink Flamingos (1972),pink flamingos,1972,Comedy,pink flamingos comedy
2366,King Kong (1933),king kong,1933,Action|Adventure|Fantasy|Horror,king kong action adventure fantasy horror
2367,King Kong (1976),king kong,1976,Adventure|Fantasy|Romance|Sci-Fi|Thriller,king kong adventure fantasy romance sci-fi thriller
2369,Desperately Seeking Susan (1985),desperately seeking susan,1985,Comedy|Drama|Romance,desperately seeking susan comedy drama romance
2371,Fletch (1985),fletch,1985,Comedy|Crime|Mystery,fletch comedy crime mystery
